page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
149110,Barbara Gordon (Zero Hour),\/wiki\/Barbara_Gordon_(Zero_Hour),Secret Identity,Good Characters,,Brown Hair,Female Characters,,Deceased Characters,12,"1994, September",1994
128495,Caz Sallucci (New Earth),\/wiki\/Caz_Sallucci_(New_Earth),,Good Characters,,Black Hair,Male Characters,,Living Characters,12,"1994, April",1994
92680,Liam Hawkleigh (New Earth),\/wiki\/Liam_Hawkleigh_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,12,"1994, May",1994
276839,Megan Darrow (New Earth),\/wiki\/Megan_Darrow_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,12,"1994, April",1994
86541,Shatterfist II (New Earth),\/wiki\/Shatterfist_II_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,12,"1994, May",1994
154295,William Twotrees (New Earth),\/wiki\/William_Twotrees_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,12,"1994, December",1994
130674,Gunther Van Horn (New Earth),\/wiki\/Gunther_Van_Horn_(New_Earth),,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,12,"1993, October",1993
64515,Titus Czonka (New Earth),\/wiki\/Titus_Czonka_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,12,"1993, November",1993
127257,Anne-Marie Brogan (New Earth),\/wiki\/Anne-Marie_Brogan_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,12,"1992, September",1992
101320,Iqula (New Earth),\/wiki\/Iqula_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,12,"1992, February",1992
285432,Jennifer Jurden (New Earth),\/wiki\/Jennifer_Jurden_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,12,"1992, February",1992
127362,Tabu Singh (New Earth),\/wiki\/Tabu_Singh_(New_Earth),,Good Characters,,Black Hair,Male Characters,,Living Characters,12,"1992, September",1992
53175,Jeb Friedman (New Earth),\/wiki\/Jeb_Friedman_(New_Earth),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,12,"1991, October",1991
101052,Thesily (New Earth),\/wiki\/Thesily_(New_Earth),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,12,"1991, December",1991
151905,Flex Mentallo (New Earth),\/wiki\/Flex_Mentallo_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,12,"1990, August",1990
131133,John Butcher (New Earth),\/wiki\/John_Butcher_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,12,"1990, May",1990
113177,Tascha Pushkin (New Earth),\/wiki\/Tascha_Pushkin_(New_Earth),,Good Characters,,,Female Characters,,Living Characters,12,"1990, February",1990
118742,Andrew Greenwald (New Earth),\/wiki\/Andrew_Greenwald_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,12,"1989, January",1989
112927,Artemio Villareal (New Earth),\/wiki\/Artemio_Villareal_(New_Earth),,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,12,"1989, November",1989
112902,Chuy Salinas (New Earth),\/wiki\/Chuy_Salinas_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,12,"1989, August",1989
112921,Curtis DeVore (New Earth),\/wiki\/Curtis_DeVore_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,12,"1989, November",1989
1975,Despair (New Earth),\/wiki\/Despair_(New_Earth),Secret Identity,Neutral Characters,Grey Eyes,Black Hair,Female Characters,,Living Characters,12,"1989, November",1989
283744,Edward Ferbel (New Earth),\/wiki\/Edward_Ferbel_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,12,"1989, January",1989
30211,Jason Praxis (New Earth),\/wiki\/Jason_Praxis_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,12,"1989, February",1989
118739,Lester Lee (New Earth),\/wiki\/Lester_Lee_(New_Earth),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,12,"1989, January",1989
47612,Mervyn Pumpkinhead (New Earth),\/wiki\/Mervyn_Pumpkinhead_(New_Earth),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,12,"1989, May",1989
2722,Sturgis Butterfield (New Earth),\/wiki\/Sturgis_Butterfield_(New_Earth),,Good Characters,,Blond Hair,Male Characters,,Living Characters,12,"1989, January",1989
148228,Harold Melrose (New Earth),\/wiki\/Harold_Melrose_(New_Earth),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,12,"1988, October",1988
345836,Jason (New Earth),\/wiki\/Jason_(New_Earth),,,Brown Eyes,Black Hair,Male Characters,,Living Characters,12,1988,1988
256845,Matango (New Earth),\/wiki\/Matango_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,12,"1988, November",1988
144458,Oliversity (New Earth),\/wiki\/Oliversity_(New_Earth),,Good Characters,,,Male Characters,,Deceased Characters,12,"1988, March",1988
10358,Unknown Soldier II (New Earth),\/wiki\/Unknown_Soldier_II_(New_Earth),Secret Identity,Good Characters,,,Male Characters,,Living Characters,12,"1988, December",1988
343758,Christine Fenton (New Earth),\/wiki\/Christine_Fenton_(New_Earth),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,12,"1987, August",1987
344104,Diana Rockwell (New Earth),\/wiki\/Diana_Rockwell_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,12,"1987, December",1987
178464,Garrison Slate (New Earth),\/wiki\/Garrison_Slate_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,12,"1987, May",1987
66127,Jonathan Lord (New Earth),\/wiki\/Jonathan_Lord_(New_Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,12,"1987, September",1987
133930,Sea Wolf (New Earth),\/wiki\/Sea_Wolf_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,12,"1987, June",1987
116352,Ubermensch (New Earth),\/wiki\/Ubermensch_(New_Earth),,Bad Characters,Black Eyes,,Male Characters,,Living Characters,12,"1987, June",1987
69005,Wesley Fermin (New Earth),\/wiki\/Wesley_Fermin_(New_Earth),,Neutral Characters,,,Male Characters,,Deceased Characters,12,"1987, February",1987
149549,Bernard Ferguson (New Earth),\/wiki\/Bernard_Ferguson_(New_Earth),Public Identity,Bad Characters,Black Eyes,,Male Characters,,Living Characters,12,"1986, June",1986
31966,Brenda Valentine (New Earth),\/wiki\/Brenda_Valentine_(New_Earth),Public Identity,,,Black Hair,Female Characters,,Living Characters,12,"1986, January",1986
31965,Denton Fixx (New Earth),\/wiki\/Denton_Fixx_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,12,"1986, January",1986
68553,Theresa Zimmer (New Earth),\/wiki\/Theresa_Zimmer_(New_Earth),,Bad Characters,Red Eyes,Black Hair,Female Characters,,Deceased Characters,12,"1986, December",1986
64481,Bolphunga (New Earth),\/wiki\/Bolphunga_(New_Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,12,"1985, May",1985
44727,Mekanique (New Earth),\/wiki\/Mekanique_(New_Earth),Secret Identity,Neutral Characters,Photocellular Eyes,,Female Characters,,Living Characters,12,"1985, October",1985
205602,Mzzttexxal (New Earth),\/wiki\/Mzzttexxal_(New_Earth),,Bad Characters,,,Female Characters,,Living Characters,12,"1985, February",1985
28168,Syonide II (New Earth),\/wiki\/Syonide_II_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,Homosexual Characters,Deceased Characters,12,"1985, March",1985
149510,Tao Jones (New Earth),\/wiki\/Tao_Jones_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,12,"1985, August",1985
134051,Jackhammer (New Earth),\/wiki\/Jackhammer_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,12,"1984, May",1984
330871,Jogarr (New Earth),\/wiki\/Jogarr_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,12,"1984, November",1984
330753,Luther Mannkin (New Earth),\/wiki\/Luther_Mannkin_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,12,"1984, September",1984
112903,Mayflower (New Earth),\/wiki\/Mayflower_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,12,"1984, September",1984
134052,Scoopshovel (New Earth),\/wiki\/Scoopshovel_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,12,"1984, May",1984
112954,Sparkler (New Earth),\/wiki\/Sparkler_(New_Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,12,"1984, September",1984
159164,Hollika Rahn (New Earth),\/wiki\/Hollika_Rahn_(New_Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,12,"1983, April",1983
3762,Jivan Shi (New Earth),\/wiki\/Jivan_Shi_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,12,"1983, March",1983
337310,Prince Moonstone (New Earth),\/wiki\/Prince_Moonstone_(New_Earth),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,12,"1983, December",1983
212829,Terri Kurtzberger (New Earth),\/wiki\/Terri_Kurtzberger_(New_Earth),,,,Red Hair,Female Characters,,Living Characters,12,"1983, October",1983
3045,Black-Cloud-In-Morning (New Earth),\/wiki\/Black-Cloud-In-Morning_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,12,"1982, June",1982
11899,Loretta York (New Earth),\/wiki\/Loretta_York_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,12,"1982, October",1982
44902,Elliot Taylor (New Earth),\/wiki\/Elliot_Taylor_(New_Earth),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,12,"1980, November",1980
86108,Clive Yorkin (New Earth),\/wiki\/Clive_Yorkin_(New_Earth),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,12,"1979, February",1979
129164,Mongo Ironhand (New Earth),\/wiki\/Mongo_Ironhand_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,12,"1979, December",1979
15970,Anubis (New Earth),\/wiki\/Anubis_(New_Earth),Secret Identity,,Black Eyes,Black Hair,Male Characters,,Living Characters,12,"1975, December",1975
65947,O-Sensei (New Earth),\/wiki\/O-Sensei_(New_Earth),,Good Characters,,,Male Characters,,Deceased Characters,12,"1975, May",1975
262956,Angry Charlie (New Earth),\/wiki\/Angry_Charlie_(New_Earth),,Good Characters,Yellow Eyes,,Male Characters,,Living Characters,12,"1972, January",1972
64864,Harvey Lockman (New Earth),\/wiki\/Harvey_Lockman_(New_Earth),,Good Characters,,Brown Hair,Male Characters,,Living Characters,12,"1971, March",1971
159964,Ne-ahn (New Earth),\/wiki\/Ne-ahn_(New_Earth),,Good Characters,,Black Hair,Male Characters,,Living Characters,12,"1968, May",1968
20274,Charles Vicker (New Earth),\/wiki\/Charles_Vicker_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,12,"1967, September",1967
150563,Silver Shannon (New Earth),\/wiki\/Silver_Shannon_(New_Earth),Public Identity,Good Characters,,White Hair,Female Characters,,Living Characters,12,"1967, June",1967
19954,"Stanley Dover, Younger (New Earth)","\/wiki\/Stanley_Dover,_Younger_(New_Earth)",Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,12,"1966, January",1966
19052,Charles Brown (New Earth),\/wiki\/Charles_Brown_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,12,"1960, August",1960
129331,Jess Bright (New Earth),\/wiki\/Jess_Bright_(New_Earth),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,12,"1959, September",1959
19049,Simon Ecks (New Earth),\/wiki\/Simon_Ecks_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,12,"1958, November",1958
171263,Mad Hatter II (New Earth),\/wiki\/Mad_Hatter_II_(New_Earth),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,12,"1956, April",1956
114127,William Great Eagle (New Earth),\/wiki\/William_Great_Eagle_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,12,"1954, September",1954
22585,Christopher Ambler (New Earth),\/wiki\/Christopher_Ambler_(New_Earth),Public Identity,,Blue Eyes,Red Hair,Male Characters,,Living Characters,12,"1950, September",1950
255473,Mercury (Roman God) (New Earth),\/wiki\/Mercury_(Roman_God)_(New_Earth),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,12,"1944, May",1944
90957,Delores Winters (New Earth),\/wiki\/Delores_Winters_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Deceased Characters,12,"1940, January",1940
181737,Darrell Dane (New Earth),\/wiki\/Darrell_Dane_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,12,"1939, December",1939
344513,Jupiter (New Earth),\/wiki\/Jupiter_(New_Earth),,Good Characters,,White Hair,Male Characters,,Living Characters,12,,
344983,Pegasus (New Earth),\/wiki\/Pegasus_(New_Earth),,Good Characters,,Black Hair,Female Characters,,Living Characters,12,,
286906,Asteroth (New Earth),\/wiki\/Asteroth_(New_Earth),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Male Characters,,Living Characters,12,,
213979,Eric Lindahl (New Earth),\/wiki\/Eric_Lindahl_(New_Earth),,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,11,"2011, February",2011
247397,Blanca (New Earth),\/wiki\/Blanca_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,11,"2010, January",2010
206660,Galahad II (New Earth),\/wiki\/Galahad_II_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,11,"2010, September",2010
132813,Blume (New Earth),\/wiki\/Blume_(New_Earth),Public Identity,Bad Characters,,,,,Living Characters,11,"2009, April",2009
156901,Kitrina Falcone (New Earth),\/wiki\/Kitrina_Falcone_(New_Earth),Secret Identity,Neutral Characters,Green Eyes,,Female Characters,,Living Characters,11,"2009, December",2009
22241,Nora Thompson (New Earth),\/wiki\/Nora_Thompson_(New_Earth),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,11,"2009, June",2009
84156,Clock King II (New Earth),\/wiki\/Clock_King_II_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,11,"2008, April",2008
152937,Fury-6 (New Earth),\/wiki\/Fury-6_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,11,"2008, December",2008
135996,Lynx II (New Earth),\/wiki\/Lynx_II_(New_Earth),Secret Identity,Neutral Characters,Amber Eyes,Black Hair,Female Characters,,Living Characters,11,"2008, December",2008
197064,Marius Dimeter (New Earth),\/wiki\/Marius_Dimeter_(New_Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,11,"2008, December",2008
314894,Peter Farelli (New Earth),\/wiki\/Peter_Farelli_(New_Earth),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,11,"2008, February",2008
231144,Razorburn (New Earth),\/wiki\/Razorburn_(New_Earth),Secret Identity,Bad Characters,,Blue Hair,Male Characters,,Living Characters,11,"2008, January",2008
21540,David Sargent (New Earth),\/wiki\/David_Sargent_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,11,"2007, April",2007
37321,Elizabeth Granger (New Earth),\/wiki\/Elizabeth_Granger_(New_Earth),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,11,"2007, December",2007
118144,Jonar Jon Carter (New Earth),\/wiki\/Jonar_Jon_Carter_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,11,"2007, October",2007
61370,Peyton Riley (New Earth),\/wiki\/Peyton_Riley_(New_Earth),Secret Identity,Neutral Characters,,Blond Hair,Female Characters,,Living Characters,11,"2007, March",2007
41293,Thomas Kirk (New Earth),\/wiki\/Thomas_Kirk_(New_Earth),,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,11,"2007, December",2007
14398,Von Daggle (New Earth),\/wiki\/Von_Daggle_(New_Earth),Secret Identity,Good Characters,,,Male Characters,,Living Characters,11,"2007, February",2007
148288,Bride (New Earth),\/wiki\/Bride_(New_Earth),,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,11,"2006, April",2006
11439,Doctor Impossible (New Earth),\/wiki\/Doctor_Impossible_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,11,"2006, October",2006
10807,K. Russell Abernathy (New Earth),\/wiki\/K._Russell_Abernathy_(New_Earth),Public Identity,Bad Characters,Black Eyes,Green Hair,Male Characters,,Living Characters,11,"2006, May",2006
382168,Norman Madison (New Earth),\/wiki\/Norman_Madison_(New_Earth),,Neutral Characters,,Brown Hair,Male Characters,,Deceased Characters,11,"2006, January",2006
133350,Shen Li Po (New Earth),\/wiki\/Shen_Li_Po_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,11,"2006, July",2006
181645,Silent Majority II (New Earth),\/wiki\/Silent_Majority_II_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,11,"2006, June",2006
134794,Johnny Cloud II (New Earth),\/wiki\/Johnny_Cloud_II_(New_Earth),,Good Characters,,Black Hair,Male Characters,,Living Characters,11,"2005, July",2005
132742,Lok Neboora (New Earth),\/wiki\/Lok_Neboora_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,11,"2005, October",2005
101869,Miguel Devante (New Earth),\/wiki\/Miguel_Devante_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,11,"2005, August",2005
152274,Linda Friitawa (New Earth),\/wiki\/Linda_Friitawa_(New_Earth),Secret Identity,Bad Characters,Red Eyes,White Hair,Female Characters,,Living Characters,11,"2004, July",2004
7998,Saffron Bell (New Earth),\/wiki\/Saffron_Bell_(New_Earth),Public Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,11,"2004, September",2004
156946,Starshrike (New Earth),\/wiki\/Starshrike_(New_Earth),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,11,"2002, April",2002
68544,Odalys Valdez (New Earth),\/wiki\/Odalys_Valdez_(New_Earth),,,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,11,"2001, December",2001
309017,Stheno (New Earth),\/wiki\/Stheno_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,11,"2001, February",2001
183468,Blank Slate (New Earth),\/wiki\/Blank_Slate_(New_Earth),,Bad Characters,,,,,Living Characters,11,"2000, March",2000
183475,Blockade (New Earth),\/wiki\/Blockade_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,11,"2000, March",2000
4819,Gemini De Mille (New Earth),\/wiki\/Gemini_De_Mille_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,11,"2000, January",2000
4872,Killer Wasp (New Earth),\/wiki\/Killer_Wasp_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,11,"2000, April",2000
193227,Serpenteen (New Earth),\/wiki\/Serpenteen_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,11,"2000, March",2000
127883,Simon Culp (New Earth),\/wiki\/Simon_Culp_(New_Earth),,Bad Characters,Black Eyes,White Hair,Male Characters,,Deceased Characters,11,"2000, March",2000
204657,Wesley Thomas (New Earth),\/wiki\/Wesley_Thomas_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,11,"2000, September",2000
68771,Aliki Marceau (New Earth),\/wiki\/Aliki_Marceau_(New_Earth),Public Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,11,"1999, June",1999
68769,Margot Marceau (New Earth),\/wiki\/Margot_Marceau_(New_Earth),Public Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,11,"1999, June",1999
1781,Sharon Vance (New Earth),\/wiki\/Sharon_Vance_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,11,"1999, October",1999
295920,Ace Atchinson (New Earth),\/wiki\/Ace_Atchinson_(New_Earth),Public Identity,,Green Eyes,Blond Hair,Male Characters,,Living Characters,11,"1998, September",1998
114622,Gorr (New Earth),\/wiki\/Gorr_(New_Earth),,Good Characters,,Brown Hair,Male Characters,,Living Characters,11,"1998, April",1998
114624,Growler (New Earth),\/wiki\/Growler_(New_Earth),,Good Characters,,Black Hair,Male Characters,,Living Characters,11,"1998, April",1998
114620,Howler (New Earth),\/wiki\/Howler_(New_Earth),,Good Characters,,Grey Hair,Male Characters,,Living Characters,11,"1998, April",1998
245032,Ishmael (New Earth),\/wiki\/Ishmael_(New_Earth),Public Identity,Good Characters,Black Eyes,,Male Characters,,Living Characters,11,"1998, December",1998
208840,Noble (New Earth),\/wiki\/Noble_(New_Earth),,Bad Characters,Orange Eyes,Grey Hair,Male Characters,,Living Characters,11,"1998, December",1998
139270,Terry Chase (New Earth),\/wiki\/Terry_Chase_(New_Earth),Public Identity,Neutral Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,11,"1998, January",1998
202695,Ali Ben Khadir (New Earth),\/wiki\/Ali_Ben_Khadir_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,11,"1997, August",1997
111506,Alejandro Sanchez (New Earth),\/wiki\/Alejandro_Sanchez_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,11,"1996, February",1996
4791,Chain Lightning (New Earth),\/wiki\/Chain_Lightning_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,11,"1996, April",1996
13098,Gaius Marcus (New Earth),\/wiki\/Gaius_Marcus_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,11,"1996, September",1996
182809,Giz (New Earth),\/wiki\/Giz_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,11,"1996, January",1996
177580,Camorouge (New Earth),\/wiki\/Camorouge_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,11,"1995, January",1995
323413,Lilhy (New Earth),\/wiki\/Lilhy_(New_Earth),Public Identity,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,11,"1995, February",1995
4319,Mongal (New Earth),\/wiki\/Mongal_(New_Earth),Public Identity,Bad Characters,Red Eyes,Brown Hair,Female Characters,,Deceased Characters,11,"1995, September",1995
198846,Mope-Stattor Neer (New Earth),\/wiki\/Mope-Stattor_Neer_(New_Earth),Public Identity,Good Characters,White Eyes,Black Hair,Male Characters,,Deceased Characters,11,"1995, November",1995
3646,Savitar (New Earth),\/wiki\/Savitar_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Blue Hair,Male Characters,,Deceased Characters,11,"1995, December",1995
395472,Talbot Cantrip (New Earth),\/wiki\/Talbot_Cantrip_(New_Earth),Public Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,11,"1995, July",1995
2750,Charybdis (New Earth),\/wiki\/Charybdis_(New_Earth),Secret Identity,Bad Characters,Black Eyes,,Male Characters,,Living Characters,11,"1994, August",1994
50081,Hippolyta Milton (New Earth),\/wiki\/Hippolyta_Milton_(New_Earth),Public Identity,Neutral Characters,Purple Eyes,Purple Hair,Female Characters,,Living Characters,11,"1994, March",1994
208848,Kako (New Earth),\/wiki\/Kako_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,11,"1994, February",1994
5433,Massacre (New Earth),\/wiki\/Massacre_(New_Earth),Secret Identity,Bad Characters,White Eyes,Grey Hair,Male Characters,,Deceased Characters,11,"1994, February",1994
117818,Ashel Sabian Formanta (New Earth),\/wiki\/Ashel_Sabian_Formanta_(New_Earth),,Good Characters,Green Eyes,Black Hair,Male Characters,,Deceased Characters,11,"1993, December",1993
127860,Etienne Du Vipere (New Earth),\/wiki\/Etienne_Du_Vipere_(New_Earth),Public Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,11,"1993, February",1993
117850,Gigantus (New Earth),\/wiki\/Gigantus_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,11,"1993, December",1993
81275,Lissik (New Earth),\/wiki\/Lissik_(New_Earth),,Bad Characters,,,Female Characters,,Deceased Characters,11,"1993, August",1993
126246,Meanstreak (New Earth),\/wiki\/Meanstreak_(New_Earth),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,11,"1993, August",1993
222869,Andreas Havoc (New Earth),\/wiki\/Andreas_Havoc_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,11,"1992, September",1992
129960,Creighton Kendall (New Earth),\/wiki\/Creighton_Kendall_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,11,"1992, June",1992
155001,James Flint (New Earth),\/wiki\/James_Flint_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,11,"1992, October",1992
275334,Babe Tanaka (New Earth),\/wiki\/Babe_Tanaka_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,11,"1991, August",1991
4135,Daniel Hall (New Earth),\/wiki\/Daniel_Hall_(New_Earth),Secret Identity,Neutral Characters,White Eyes,White Hair,Male Characters,,Living Characters,11,"1991, January",1991
6825,Dawg (New Earth),\/wiki\/Dawg_(New_Earth),Public Identity,Bad Characters,Red Eyes,White Hair,Male Characters,,Deceased Characters,11,"1991, December",1991
2030,Destruction (New Earth),\/wiki\/Destruction_(New_Earth),Secret Identity,Neutral Characters,,Red Hair,Male Characters,,Living Characters,11,1991,1991
69298,Hercules (New Earth),\/wiki\/Hercules_(New_Earth),,Neutral Characters,,Black Hair,Male Characters,,Living Characters,11,"1991, September",1991
394677,Hyper-Adapter (New Earth),\/wiki\/Hyper-Adapter_(New_Earth),Public Identity,Bad Characters,,,Genderless Characters,,Living Characters,11,"1990, August",1990
8812,Artemis (Female Furies) (New Earth),\/wiki\/Artemis_(Female_Furies)_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,11,"1989, November",1989
47151,Choronzon (New Earth),\/wiki\/Choronzon_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,11,"1989, April",1989
312598,Cleric (New Earth),\/wiki\/Cleric_(New_Earth),Public Identity,Good Characters,Red Eyes,White Hair,Male Characters,,Deceased Characters,11,"1989, May",1989
2717,Corinthian (New Earth),\/wiki\/Corinthian_(New_Earth),,Bad Characters,,Black Hair,Male Characters,,Living Characters,11,"1989, November",1989
191966,Donald Campbell (New Earth),\/wiki\/Donald_Campbell_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,11,"1989, April",1989
